Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Dia,27-junio-2026,27-junio-2026.1,27-junio-2026.2,27-junio-2026.3,27-junio-2026.4,27-junio-2026.5,27-junio-2026.6,27-junio-2026.7,27-junio-2026.8,27-junio-2026.9,27-junio-2026.10,27-junio-2026.11,27-junio-2026.12,27-junio-2026.13,27-junio-2026.14,27-junio-2026.15,27-junio-2026.16,27-junio-2026.17,27-junio-2026.18,27-junio-2026.19,27-junio-2026.20,27-junio-2026.21,27-junio-2026.22,27-junio-2026.23,27-junio-2026.24,27-junio-2026.25,27-junio-2026.26,27-junio-2026.27,27-junio-2026.28,27-junio-2026.29,27-junio-2026.30,27-junio-2026.31,27-junio-2026.32,27-junio-2026.33,27-junio-2026.34,27-junio-2026.35,27-junio-2026.36,27-junio-2026.37,27-junio-2026.38,27-junio-2026.39,27-junio-2026.40,27-junio-2026.41,27-junio-2026.42,27-junio-2026.43,27-junio-2026.44,27-junio-2026.45,27-junio-2026.46,27-junio-2026.47,27-junio-2026.48,27-junio-2026.49,27-junio-2026.50,27-junio-2026.51,27-junio-2026.52,27-junio-2026.53,27-junio-2026.54,27-junio-2026.55,27-junio-2026.56,27-junio-2026.57,27-junio-2026.58,27-junio-2026.59,27-junio-2026.60,27-junio-2026.61,27-junio-2026.62,27-junio-2026.63,27-junio-2026.64,27-junio-2026.65,27-junio-2026.66,27-junio-2026.67,27-junio-2026.68,27-junio-2026.69,27-junio-2026.70,27-junio-2026.71,27-junio-2026.72,27-junio-2026.73,27-junio-2026.74,27-junio-2026.75,27-junio-2026.76,27-junio-2026.77,27-junio-2026.78,27-junio-2026.79,27-junio-2026.80,27-junio-2026.81,27-junio-2026.82,27-junio-2026.83,27-junio-2026.84,27-junio-2026.85,27-junio-2026.86,27-junio-2026.87,27-junio-2026.88,27-junio-2026.89,27-junio-2026.90,27-junio-2026.91,27-junio-2026.92,27-junio-2026.93,27-junio-2026.94,27-junio-2026.95,27-junio-2026.96,27-junio-2026.97,27-junio-2026.98,27-junio-2026.99,27-junio-2026.100,27-junio-2026.101,27-junio-2026.102,27-junio-2026.103,27-junio-2026.104,27-junio-2026.105,27-junio-2026.106,27-junio-2026.107,27-junio-2026.108,27-junio-2026.109,27-junio-2026.110,27-junio-2026.111,27-junio-2026.112,27-junio-2026.113,27-junio-2026.114,27-junio-2026.115,27-junio-2026.116,27-junio-2026.117,27-junio-2026.118,27-junio-2026.119,27-junio-2026.120,27-junio-2026.121,27-junio-2026.122,27-junio-2026.123,27-junio-2026.124,27-junio-2026.125,27-junio-2026.126,27-junio-2026.127,27-junio-2026.128,27-junio-2026.129,27-junio-2026.130,27-junio-2026.131,27-junio-2026.132,27-junio-2026.133,27-junio-2026.134,27-junio-2026.135,27-junio-2026.136,27-junio-2026.137,27-junio-2026.138,27-junio-2026.139,27-junio-2026.140,27-junio-2026.141,27-junio-2026.142,27-junio-2026.143,27-junio-2026.144,27-junio-2026.145,27-junio-2026.146,27-junio-2026.147,27-junio-2026.148,27-junio-2026.149,27-junio-2026.150,27-junio-2026.151,27-junio-2026.152,27-junio-2026.153,27-junio-2026.154,27-junio-2026.155,27-junio-2026.156,27-junio-2026.157,27-junio-2026.158,27-junio-2026.159,27-junio-2026.160,27-junio-2026.161,27-junio-2026.162,27-junio-2026.163,27-junio-2026.164,27-junio-2026.165,27-junio-2026.166,27-junio-2026.167,27-junio-2026.168,27-junio-2026.169,27-junio-2026.170,27-junio-2026.171,27-junio-2026.172,27-junio-2026.173,27-junio-2026.174,27-junio-2026.175,27-junio-2026.176,27-junio-2026.177,27-junio-2026.178,27-junio-2026.179,27-junio-2026.180,27-junio-2026.181,27-junio-2026.182,27-junio-2026.183,27-junio-2026.184,27-junio-2026.185,27-junio-2026.186,27-junio-2026.187,27-junio-2026.188,27-junio-2026.189,27-junio-2026.190,27-junio-2026.191
Subir,GST,Blq. 1,Indivisible,,"5,0","39,20","5,0","34,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,0","57,18","6,0","66,58","11,0","58,57","16,0","50,61","23,0","61,02","31,0","57,19","40,0","40,19","48,0","35,32","52,0","37,98","57,0","25,61","61,0","16,46","58,0","7,61","57,0","10,39","31,0","2,30","35,0","1,14","35,0","0,00","40,0","0,00","41,0","0,00","42,0","0,00","44,0","0,00","44,0","0,00","45,0","0,00","45,0","0,00","45,0","0,00","45,0","0,00","45,0","0,00","45,0","0,00","45,0","0,00","45,0","0,00","45,0","0,00","46,0","0,00","46,0","0,00","48,0","0,00","48,0","0,00","47,0","0,00","47,0","0,00","46,0","0,00","44,0","0,00","43,0","0,00","43,0","0,00","42,0","0,00","39,0","0,00","38,0","0,00","37,0","0,00","36,0","0,00","34,0","0,00","31,0","1,31","63,0","5,47","66,0","2,98","63,0","15,62","55,0","29,35","50,0","39,46","43,0","40,59","35,0","56,72","27,0","60,78","20,0","66,35","15,0","66,39","12,0","57,91","10,0","50,86","9,0","49,26","9,0","51,91","8,0","55,83","8,0","56,87","8,0","48,69","8,0","45,93","7,0","45,02","7,0","41,98","7,0","37,72"
Subir,GST,Blq. 2,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,0","36,66","28,0","23,00","30,0","10,28","30,0","13,82","55,0","3,73","54,0","4,51","52,0","4,78","55,0","5,25","54,0","5,25","54,0","5,25","52,0","5,25","49,0","5,25","47,0","5,25","46,0","5,26","47,0","5,25","47,0","5,25","48,0","5,25","48,0","5,25","49,0","5,25","49,0","5,25","49,0","5,25","49,0","5,25","50,0","5,26","56,0","5,26","56,0","5,26","57,0","5,26","60,0","5,26","63,0","5,26","65,0","5,26","66,0","5,25","68,0","5,25","70,0","5,25","72,0","5,25","73,0","5,25","72,0","5,00","68,0","4,93","66,0","4,84","65,0","4,39","29,0","6,68","26,0","3,83","23,0","21,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,HC,Blq. 1,Divisible,,"4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","2,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","3,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25","4,0","0,25"
Subir,HC,Blq. 2,Divisible,,"10,0","0,75","10,0","0,75","10,0","0,75","10,0","0,75","20,0","8,07","20,0","6,95","20,0","6,13","20,0","5,23","20,0","5,50","20,0","5,20","20,0","5,17","20,0","4,90","20,0","5,08","20,0","4,82","20,0","4,82","20,0","5,17","20,0","5,20","20,0","5,23","20,0","5,23","20,0","5,23","20,0","5,20","20,0","5,20","20,0","5,23","20,0","5,20","5,0","1,25","5,0","1,25","5,0","1,25","5,0","1,25","5,0","1,25","5,0","1,25","5,0","1,25","5,0","1,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,0","1,25","5,0","1,25","5,0","1,25","5,0","1,25","5,0","1,25","5,0","1,25","5,0","1,25","5,0","1,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,0","1,25","5,0","1,25","5,0","1,25","5,0","1,00","10,0","0,75","10,0","0,75","10,0","0,75","10,0","0,75","10,0","0,75","10,0","0,75","10,0","0,75","10,0","0,75","10,0","0,75","10,0","0,75","10,0","0,75","10,0","0,75"
Subir,HC,Blq. 3,Divisible,,"5,0","1,25","5,0","1,25","5,0","1,25","5,0","1,25","20,0","8,68","20,0","7,56","20,0","6,74","20,0","5,84","20,0","6,36","20,0","6,06","20,0","6,03","20,0","5,76","20,0","5,94","20,0","5,68","20,0","5,68","20,0","6,03","20,0","6,06","20,0","6,09","20,0","6,09","20,0","6,09","20,0","6,06","20,0","6,06","20,0","6,09","20,0","6,06","20,0","5,23","20,0","5,29","20,0","5,29","20,0","4,82","20,0","5,20","20,0","4,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,0","3,34","20,0","5,11","5,0","1,25","5,0","1,00","5,0","1,00","5,0","1,00","5,0","1,00","5,0","1,00","5,0","1,00","5,0","1,00","5,0","1,00","5,0","1,00","5,0","1,00","5,0","1,00","5,0","1,00"
Subir,HC,Blq. 4,Divisible,,"20,0","10,46","20,0","9,19","20,0","7,60","20,0","5,94","20,0","8,93","20,0","7,81","20,0","6,99","20,0","6,09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,0","6,09","20,0","6,15","20,0","6,15","20,0","5,68","20,0","6,06","20,0","5,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,0","3,95","20,0","5,72","20,0","7,38","5,0","1,25","5,0","1,25","5,0","1,25","5,0","1,25","5,0","1,25","5,0","1,25","5,0","1,25","5,0","1,25","5,0","1,25","5,0","1,25","5,0","1,25","5,0","1,25"
Subir,HC,Blq. 5,Divisible,,"20,0","11,07","20,0","9,80","20,0","8,21","20,0","6,55","20,0","9,28","20,0","8,15","20,0","7,34","20,0","6,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,0","4,20","20,0","5,97","20,0","7,99","20,0","7,20","20,0","8,08","20,0","10,07","20,0","9,69","20,0","13,26","20,0","13,23","20,0","15,76","20,0","11,65","20,0","11,65","20,0","8,74","20,0","8,93","20,0","8,07"
Subir,HC,Blq. 6,Divisible,,"20,0","11,32","20,0","10,05","20,0","8,46","20,0","6,80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,0","4,54","20,0","6,32","20,0","8,24","20,0","7,81","20,0","8,69","20,0","10,68","20,0","10,30","20,0","13,87","20,0","13,84","20,0","16,37","20,0","12,26","20,0","12,26","20,0","9,35","20,0","9,54","20,0","8,68"
Subir,HC,Blq. 7,Divisible,,"20,0","11,67","20,0","10,40","20,0","8,80","20,0","7,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,0","8,59","20,0","8,06","20,0","8,94","20,0","10,93","20,0","10,55","20,0","14,12","20,0","14,09","20,0","16,62","20,0","12,51","20,0","12,51","20,0","9,60","20,0","9,79","20,0","8,93"
Subir,HC,Blq. 8,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,0","8,40","20,0","9,28","20,0","11,28","20,0","10,89","20,0","14,46","20,0","14,43","20,0","16,97","20,0","12,86","20,0","12,86","20,0","9,95","20,0","10,13","20,0","9,28"
Subir,IGN,Blq. 1,Indivisible,,"2,0","8,93","2,0","9,71","2,0","10,70","2,0","11,72","2,0","10,40","2,0","11,10","2,0","11,61","2,0","12,17","2,0","12,00","2,0","12,19","2,0","12,20","2,0","12,37","2,0","12,27","2,0","12,42","2,0","12,42","2,0","12,20","2,0","12,19","2,0","12,17","2,0","12,17","2,0","12,17","2,0","12,19","2,0","12,19","2,0","12,17","2,0","12,19","2,0","12,17","2,0","12,13","2,0","12,13","2,0","12,42","2,0","12,19","2,0","12,65","2,0","13,16","1,0","13,73","2,0","12,24","2,0","13,21","1,0","10,18","1,0","7,91","1,0","9,12","1,0","3,30","1,0","0,00","2,0","28,40","1,0","0,00","2,0","30,18","2,0","30,43","2,0","30,51","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,66","2,0","30,58","2,0","30,56","2,0","30,53","2,0","30,39","2,0","29,05","2,0","29,82","1,0","0,00","1,0","5,14","1,0","9,75","1,0","10,31","2,0","13,34","2,0","12,24","2,0","10,83","2,0","10,95","2,0","10,40","2,0","9,16","2,0","9,40","2,0","7,19","2,0","7,21","33,0","6,40","2,0","8,19","2,0","8,19","2,0","9,99","2,0","9,88","2,0","10,40"
Subir,IGN,Blq. 2,Divisible,,"32,0","10,02","32,0","11,08","3,0","13,68","3,0","15,28","30,0","12,60","30,0","13,61","30,0","14,35","30,0","15,15","30,0","14,91","30,0","15,19","30,0","15,21","30,0","15,45","30,0","15,29","30,0","15,52","30,0","15,52","30,0","15,21","30,0","15,19","30,0","15,15","30,0","15,15","30,0","15,15","30,0","15,19","30,0","15,19","30,0","15,15","30,0","15,19","30,0","15,15","30,0","15,10","30,0","15,10","30,0","15,52","30,0","15,19","30,0","15,86","30,0","16,60","2,0","15,94","30,0","15,26","30,0","16,66","2,0","18,30","2,0","19,81","2,0","19,01","2,0","22,89","2,0","25,70","30,0","38,72","2,0","27,56","30,0","41,31","30,0","41,67","30,0","41,78","30,0","42,00","30,0","42,00","30,0","42,00","30,0","42,00","30,0","42,00","30,0","42,00","30,0","42,00","30,0","42,00","30,0","42,00","30,0","42,00","30,0","42,00","30,0","42,00","30,0","42,00","30,0","42,00","30,0","42,00","30,0","42,01","30,0","42,01","30,0","42,01","30,0","42,01","30,0","42,01","30,0","42,01","30,0","42,01","30,0","42,00","30,0","42,00","30,0","42,00","30,0","42,00","30,0","42,00","30,0","41,89","30,0","41,86","30,0","41,81","30,0","41,61","30,0","39,66","30,0","40,78","2,0","25,93","2,0","21,66","2,0","18,59","2,0","18,21","30,0","16,86","30,0","15,26","30,0","13,22","32,0","12,75","32,0","12,01","30,0","10,80","30,0","11,14","30,0","7,93","30,0","7,96","2,0","7,58","30,0","9,38","30,0","9,38","30,0","12,00","30,0","11,83","30,0","12,60"
Subir,IGN,Blq. 3,Divisible,,"3,0","10,91","3,0","12,14","28,0","13,72","28,0","15,33","3,0","13,22","3,0","14,31","3,0","15,10","3,0","15,96","3,0","15,70","3,0","16,00","3,0","16,02","3,0","16,29","3,0","16,12","3,0","16,36","3,0","16,36","3,0","16,02","3,0","16,00","3,0","15,96","3,0","15,96","3,0","15,96","3,0","16,00","3,0","16,00","3,0","15,96","3,0","16,00","3,0","15,96","3,0","15,91","3,0","15,91","3,0","16,36","3,0","16,00","3,0","16,72","3,0","17,52","30,0","20,63","3,0","16,08","3,0","17,59","30,0","24,06","30,0","26,25","30,0","25,08","30,0","30,71","30,0","34,80","3,0","41,27","30,0","37,50","3,0","44,06","3,0","44,44","3,0","44,57","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,80","3,0","44,68","3,0","44,65","3,0","44,60","3,0","44,38","3,0","42,28","3,0","43,49","30,0","35,13","30,0","28,94","30,0","24,48","30,0","23,93","1,0","17,62","3,0","16,08","3,0","13,88","3,0","14,06","3,0","13,22","3,0","11,29","3,0","11,66","3,0","8,21","3,0","8,24","1,0","29,18","3,0","9,76","3,0","9,76","3,0","12,57","3,0","12,39","3,0","13,22"
Subir,IGN,Blq. 4,Divisible,,"1,0","24,24","1,0","23,07","1,0","21,58","1,0","20,04","1,0","22,02","1,0","20,98","1,0","20,22","1,0","19,38","1,0","19,63","1,0","19,35","1,0","19,33","1,0","19,07","1,0","19,24","1,0","19,00","1,0","19,00","1,0","19,33","1,0","19,35","1,0","19,38","1,0","19,38","1,0","19,38","1,0","19,35","1,0","19,35","1,0","19,38","1,0","19,35","1,0","19,38","1,0","19,44","1,0","19,44","1,0","19,00","1,0","19,35","1,0","18,65","1,0","17,89","3,0","21,84","1,0","19,27","1,0","17,82","3,0","25,53","3,0","27,89","3,0","26,63","3,0","32,68","3,0","37,07","1,0","48,07","3,0","39,97","1,0","49,18","1,0","113,05","1,0","113,50","1,0","114,35","1,0","114,36","1,0","114,36","1,0","114,36","1,0","114,36","1,0","114,36","1,0","114,36","1,0","114,36","1,0","114,36","1,0","114,36","1,0","114,36","1,0","114,36","1,0","114,36","1,0","114,36","1,0","114,36","1,0","114,37","1,0","114,37","1,0","114,37","1,0","114,37","1,0","114,37","1,0","114,37","1,0","114,37","1,0","114,36","1,0","114,36","1,0","114,36","1,0","114,36","1,0","114,36","1,0","113,91","1,0","113,79","1,0","113,62","1,0","112,82","1,0","105,19","1,0","47,01","3,0","37,42","3,0","30,77","3,0","25,98","3,0","25,40","3,0","17,80","1,0","19,27","1,0","21,38","1,0","21,21","1,0","22,03","1,0","23,88","1,0","23,52","1,0","26,85","1,0","26,82",,,"1,0","25,35","1,0","25,35","1,0","22,65","1,0","22,82","1,0","22,02"
Subir,IGR,Blq. 1,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,0","16,98","14,0","11,15","14,0","5,79","14,0","7,49","26,0","1,83","2,0","1,33","17,0","1,32","15,0","0,42","13,0","0,47","37,0","0,45","37,0","0,46","13,0","0,47","34,0","0,49","14,0","0,46","14,0","0,50","9,0","0,54","16,0","0,56","13,0","0,54","9,0","0,58","13,0","0,56","38,0","0,61","66,0","0,62","89,0","0,64","2,0","0,64","65,0","0,64","16,0","0,60","2,0","0,60","10,0","0,52","14,0","0,56","14,0","0,44","9,0","0,55","14,0","0,50","9,0","0,54","8,0","0,60","24,0","0,89","28,0","1,14","28,0","1,21","9,0","1,51","2,0","4,12","25,0","2,62","14,0","10,43","25,0","19,30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,IGR,Blq. 2,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,0","17,05","36,0","11,18","12,0","5,82","24,0","7,57","12,0","1,84","6,0","1,36","13,0","1,34","17,0","0,44","13,0","0,49","38,0","0,46","111,0","0,47","2,0","0,48","28,0","0,51","23,0","0,52","17,0","0,56","14,0","0,55","38,0","0,57","2,0","0,56","38,0","0,61","2,0","0,57","51,0","0,62","71,0","0,63","71,0","0,65","153,0","0,66","74,0","0,65","37,0","0,63","16,0","0,62","27,0","0,53","16,0","0,58","2,0","0,49","16,0","0,56","4,0","0,52","5,0","0,55","2,0","0,61","13,0","0,93","14,0","1,16","29,0","1,22","30,0","1,53","14,0","4,18","26,0","2,63","14,0","10,48","16,0","19,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,IGR,Blq. 3,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,0","17,12","16,0","11,27","23,0","5,84","9,0","7,61","5,0","1,85","13,0","1,42","47,0","1,36","37,0","0,45","3,0","0,53","101,0","0,47","13,0","0,51","11,0","0,51","26,0","0,52","15,0","0,53","55,0","0,58","55,0","0,56","17,0","0,58","9,0","0,57","17,0","0,62","14,0","0,58","66,0","0,63","39,0","0,75","13,0","0,66","13,0","0,82","13,0","0,68","108,0","0,64","67,0","0,63","136,0","0,56","138,0","0,59","27,0","0,53","13,0","0,57","22,0","0,57","4,0","0,57","89,0","0,64","12,0","0,99","41,0","1,17","27,0","1,23","10,0","1,54","14,0","4,30","14,0","2,65","2,0","10,49","14,0","19,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,IGR,Blq. 4,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,0","17,19","4,0","11,32","4,0","5,86","2,0","7,63","5,0","1,89","5,0","1,43","13,0","1,39","38,0","0,46","14,0","0,58","3,0","0,57","3,0","0,56","30,0","0,53","55,0","0,53","153,0","0,56","74,0","0,59","79,0","0,58","66,0","0,59","14,0","0,58","64,0","0,63","38,0","0,60","13,0","0,72","13,0","0,77","13,0","0,78","13,0","0,85","13,0","0,79","13,0","0,68","71,0","0,64","13,0","0,64","13,0","0,60","16,0","0,55","156,0","0,59","2,0","0,59","8,0","0,59","77,0","0,65","13,0","1,09","46,0","1,18","56,0","1,24","14,0","1,55","13,0","4,33","24,0","2,67","3,0","10,51","13,0","19,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,IGR,Blq. 5,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,0","17,53","12,0","11,43","10,0","5,89","14,0","7,73","5,0","1,91","2,0","1,48","12,0","1,42","28,0","0,47","25,0","0,90","13,0","0,59","13,0","0,62","50,0","0,54","140,0","0,54","37,0","0,58","29,0","0,60","35,0","0,59","35,0","0,60","17,0","0,61","37,0","0,64","17,0","0,61","26,0","0,74","11,0","0,81","26,0","0,82","2,0","0,86","13,0","0,81","13,0","0,78","13,0","0,69","11,0","0,65","13,0","0,69","173,0","0,56","31,0","0,60","41,0","0,60","2,0","0,62","28,0","0,66","13,0","1,12","10,0","1,19","13,0","1,25","28,0","1,56","3,0","4,35","9,0","2,72","10,0","10,54","16,0","19,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,IGR,Blq. 6,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,0","17,59","12,0","11,46","13,0","5,91","14,0","7,74","5,0","1,92","10,0","1,53","17,0","1,47","13,0","0,48","13,0","0,91","9,0","0,65","9,0","0,64","111,0","0,55","3,0","0,68","3,0","0,71","13,0","0,62","13,0","0,61","13,0","0,62","100,0","0,62","13,0","0,71","64,0","0,63","13,0","0,75","10,0","0,89","13,0","0,83","13,0","0,88","2,0","0,83","2,0","0,79","2,0","0,79","13,0","0,67","13,0","0,73","13,0","0,63","2,0","0,71","106,0","0,61","153,0","0,63","21,0","0,69","13,0","1,17","15,0","1,20","12,0","1,26","14,0","1,57","24,0","4,36","16,0","2,73","14,0","10,58","9,0","19,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,IGR,Blq. 7,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,0","17,63","14,0","11,49","3,0","5,95","10,0","7,75","2,0","1,95","13,0","1,54","13,0","1,57","21,0","0,60","2,0","0,95","14,0","0,66","13,0","0,90","13,0","0,56","13,0","0,70","13,0","0,77","26,0","0,67","26,0","0,63","13,0","0,67","37,0","0,63","13,0","0,74","13,0","0,71","13,0","0,77","26,0","0,95","11,0","0,88","13,0","0,89","13,0","0,86","13,0","0,81","11,0","0,83","2,0","0,68","11,0","0,74","2,0","0,64","13,0","0,73","21,0","0,65","13,0","0,64","3,0","0,80","24,0","1,20","20,0","1,21","5,0","1,27","7,0","1,58","9,0","4,41","16,0","2,75","15,0","10,81","2,0","19,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,IGR,Blq. 8,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,0","17,70","14,0","11,50","14,0","6,00","13,0","7,76","9,0","1,96","13,0","1,59","13,0","1,61","13,0","1,01","19,0","1,15","2,0","0,97","25,0","0,94","9,0","0,73","13,0","0,73","10,0","0,78","26,0","0,68","13,0","0,64","13,0","0,68","13,0","0,69","13,0","0,76","13,0","0,73","14,0","0,81","2,0","0,97","10,0","0,91","11,0","0,92","11,0","0,87","13,0","0,85","26,0","0,86","13,0","0,69","13,0","0,76","13,0","0,66","29,0","0,76","2,0","0,73","29,0","0,65","4,0","0,81","13,0","1,21","16,0","1,24","18,0","1,28","15,0","1,60","16,0","4,47","7,0","2,79","2,0","10,84","3,0","19,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,IGR,Blq. 9,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,0","17,74","3,0","11,62","14,0","6,01","14,0","7,79","2,0","2,02","13,0","1,65","25,0","1,62","2,0","1,06","12,0","1,22","19,0","1,15","2,0","0,95","13,0","0,74","10,0","0,74","13,0","0,85","11,0","0,70","11,0","0,65","11,0","0,70","26,0","0,73","13,0","0,77","11,0","0,79","13,0","0,94","26,0","0,99","13,0","0,94","22,0","0,94","9,0","0,92","37,0","0,86","13,0","0,91","7,0","0,81","13,0","0,78","11,0","0,67","13,0","0,77","5,0","0,75","21,0","0,67","13,0","0,86","22,0","1,31","2,0","1,25","3,0","1,29","13,0","1,61","16,0","4,50","13,0","2,81","13,0","10,87","2,0","19,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
